[09-Jan-2015 02:22:55 Europe/Madrid] PHP Notice:  Undefined property: logro::$min_plata in C:\www\escano110\_logic\logro.class.php on line 56
[09-Jan-2015 02:23:25 Europe/Madrid] PHP Fatal error:  Call to undefined method logro::info_progress() in C:\www\escano110\_logic\item_avotable.class.php on line 158
[09-Jan-2015 02:23:36 Europe/Madrid] PHP Notice:  Undefined property: logro::$min_plata in C:\www\escano110\_logic\logro.class.php on line 56
[09-Jan-2015 12:41:38 Europe/Madrid] PHP Fatal error:  Class 'users_register' not found in C:\www\escano110\perfil\index.php on line 4
[10-Jan-2015 12:52:14 Europe/Madrid] PHP Fatal error:  Class 'users_register' not found in C:\www\escano110\perfil\index.php on line 4
[10-Jan-2015 12:56:55 Europe/Madrid] PHP Fatal error:  Class 'validation_min_length' not found in C:\www\escano110\_logic\users_register.class.php on line 44
[10-Jan-2015 12:56:58 Europe/Madrid] PHP Fatal error:  Class 'validation_min_length' not found in C:\www\escano110\_logic\users_register.class.php on line 44
[10-Jan-2015 18:16:41 Europe/Madrid] PHP Fatal error:  Call to undefined method users_register::autocomplete() in C:\www\escano110\_fastweb\src\columns\column_text\column_text.class.php on line 48
[10-Jan-2015 18:46:50 Europe/Madrid] mail to:mordraug@gmail.com from:no-reply@proyecto-messe.com subject:Activación cuenta de usuario

[10-Jan-2015 18:46:50 Europe/Madrid] mail to:vicenteherrera@vicenteherrera.com from:no-reply@proyecto-messe.com subject:Activación cuenta de usuario

[10-Jan-2015 18:48:13 Europe/Madrid] mail to:mordraug@mordraug.com from:no-reply@proyecto-messe.com subject:Activación cuenta de usuario

[10-Jan-2015 18:48:13 Europe/Madrid] mail to:vicenteherrera@vicenteherrera.com from:no-reply@proyecto-messe.com subject:Activación cuenta de usuario

[10-Jan-2015 18:53:24 Europe/Madrid] PHP Notice:  Undefined variable: email_activation_from in C:\www\escano110\_logic\users_register.class.php on line 101
[10-Jan-2015 18:53:24 Europe/Madrid] mail to:prueba2@mordraug.com from: subject:Activación cuenta de usuario

[10-Jan-2015 18:53:24 Europe/Madrid] PHP Notice:  Undefined variable: email_activation_from in C:\www\escano110\_logic\users_register.class.php on line 104
[10-Jan-2015 18:53:24 Europe/Madrid] mail to:vicenteherrera@vicenteherrera.com from: subject:Activación cuenta de usuario

[12-Jan-2015 23:28:11 Europe/Madrid] PHP Notice:  Undefined variable: result in C:\www\escano110\_logic\my_web_header.class.php on line 9
[12-Jan-2015 23:33:27 Europe/Madrid] PHP Warning:  Creating default object from empty value in C:\www\escano110\_logic\users_register.class.php on line 44
[12-Jan-2015 23:33:27 Europe/Madrid] PHP Warning:  Creating default object from empty value in C:\www\escano110\_logic\users_register.class.php on line 44
[12-Jan-2015 23:35:24 Europe/Madrid] PHP Warning:  Creating default object from empty value in C:\www\escano110\_logic\users_register.class.php on line 44
[12-Jan-2015 23:35:24 Europe/Madrid] PHP Warning:  Creating default object from empty value in C:\www\escano110\_logic\users_register.class.php on line 44
[12-Jan-2015 23:49:08 Europe/Madrid] PHP Warning:  require(check_user.inc.php): failed to open stream: No such file or directory in C:\www\escano110\perfil\nueva_ilp.php on line 13
[12-Jan-2015 23:49:08 Europe/Madrid] PHP Fatal error:  require(): Failed opening required 'check_user.inc.php' (include_path='.;C:\php\pear') in C:\www\escano110\perfil\nueva_ilp.php on line 13
[12-Jan-2015 23:49:41 Europe/Madrid] PHP Warning:  require(check_user.inc.php): failed to open stream: No such file or directory in C:\www\escano110\perfil\nueva_ilp.php on line 13
[12-Jan-2015 23:49:41 Europe/Madrid] PHP Fatal error:  require(): Failed opening required 'check_user.inc.php' (include_path='.;C:\php\pear') in C:\www\escano110\perfil\nueva_ilp.php on line 13
[12-Jan-2015 23:49:58 Europe/Madrid] PHP Fatal error:  Using $this when not in object context in C:\www\escano110\_fastweb\src\columns\column_text\column_date.class.php on line 95
[16-Jan-2015 10:13:42 Europe/Madrid] PHP Notice:  Undefined property: web_page::$command_name in C:\www\escano110\participa.php on line 55
[16-Jan-2015 10:16:08 Europe/Madrid] PHP Notice:  Undefined variable: email_activation_from in C:\www\escano110\_logic\users_register.class.php on line 108
[16-Jan-2015 10:16:08 Europe/Madrid] mail to:vicenteherrera+prueba2@vicenteherrera.com from: subject:Activación cuenta de usuario

[16-Jan-2015 10:16:08 Europe/Madrid] PHP Notice:  Undefined variable: email_activation_from in C:\www\escano110\_logic\users_register.class.php on line 111
[16-Jan-2015 10:16:08 Europe/Madrid] mail to:vicenteherrera@vicenteherrera.com from: subject:Activación cuenta de usuario

[20-Jan-2015 16:20:09 Europe/Madrid] PHP Warning:  date() expects at least 1 parameter, 0 given in C:\www\escano110\_logic\item_avotable_lista.class.php on line 55
[20-Jan-2015 16:20:09 Europe/Madrid] PHP Warning:  date() expects at least 1 parameter, 0 given in C:\www\escano110\_logic\item_avotable_lista.class.php on line 55
[20-Jan-2015 16:20:09 Europe/Madrid] PHP Warning:  date() expects at least 1 parameter, 0 given in C:\www\escano110\_logic\item_avotable_lista.class.php on line 55
[20-Jan-2015 16:20:09 Europe/Madrid] PHP Warning:  date() expects at least 1 parameter, 0 given in C:\www\escano110\_logic\item_avotable_lista.class.php on line 55
[20-Jan-2015 16:20:09 Europe/Madrid] PHP Warning:  date() expects at least 1 parameter, 0 given in C:\www\escano110\_logic\item_avotable_lista.class.php on line 55
[20-Jan-2015 16:20:09 Europe/Madrid] PHP Warning:  date() expects at least 1 parameter, 0 given in C:\www\escano110\_logic\item_avotable_lista.class.php on line 55
[20-Jan-2015 16:22:03 Europe/Madrid] PHP Catchable fatal error:  Object of class DateTime could not be converted to string in C:\www\escano110\_logic\item_avotable_lista.class.php on line 60
[20-Jan-2015 16:26:14 Europe/Madrid] PHP Notice:  Undefined offset: 5 in C:\www\escano110\_fastweb\src\columns\column_text\column_datetime.class.php on line 63
[20-Jan-2015 16:26:14 Europe/Madrid] PHP Notice:  Undefined offset: 5 in C:\www\escano110\_fastweb\src\columns\column_text\column_datetime.class.php on line 63
[20-Jan-2015 16:26:14 Europe/Madrid] PHP Notice:  Undefined offset: 5 in C:\www\escano110\_fastweb\src\columns\column_text\column_datetime.class.php on line 63
[20-Jan-2015 16:51:30 Europe/Madrid] PHP Notice:  Undefined property: DateInterval::$l in C:\www\escano110\_logic\item_avotable_base.class.php on line 28
[20-Jan-2015 18:17:52 Europe/Madrid] PHP Notice:  Undefined variable: data in C:\www\escano110\_fastweb\src\table\aitem.class.php on line 9
